Symbol,Sector,Mktcap,EMA_21,EMA_50,ADX,RSI
SPANDANA,Financials - MFI,SmallCap,1138.62,1066.91,27.47,57.19
VBL,Consumption - Foods/Drinks,LargeCap,565.44,540.56,20.6,52.33
DOLLAR,Textiles - Innerwear,SmallCap,586.71,558.31,29.55,52.48
SJVN,Power - Generation,MidCap,137.35,131.98,20.01,57.89
COALINDIA,Mining - Coal/Minerals,LargeCap,476.69,464.63,21.21,55.07
IRCTC,IT - Platform - Tour & Travel,MidCap,1019.4,1012.92,21.79,52.23
NMDC,Mining - Coal/Minerals,MidCap,86.62,84.22,20.6,52.26
ACCELYA,IT - Software/Consulting,SmallCap,1800.68,1754.6,20.38,53.89
NHPC,Power - Generation,MidCap,106.39,102.58,21.54,53.4
THEJO,Industial Products - Material Handling/Mining,SmallCap,3188.82,3039.15,20.66,51.92
CARBORUNIV,Industial Products - Abrasives ,SmallCap,1708.55,1651.46,20.18,53.47
ARE&M,Auto - Electricals & Batteries,SmallCap,1594.46,1479.14,21.11,54.94
NOCIL,Chemicals - Specialty - Rubber,SmallCap,304.0,290.23,20.78,58.87
CYIENTDLM,Electronics - EMS,SmallCap,772.33,749.64,21.25,50.26
TATAMOTORS,Auto - Cars/UVs,LargeCap,1052.73,1023.52,20.12,54.16
ONGC,Oil and Gas - Upstream,LargeCap,322.92,306.57,20.26,54.59
PGHH,Consumption - Personal,SmallCap,16983.45,16830.54,25.53,51.28
HINDOILEXP,Oil and Gas - Upstream,SmallCap,259.77,243.65,21.12,52.89
DEEPAKNTR,Chemicals - Specialty - Diversified,MidCap,2901.23,2810.34,20.01,51.98
TTKPRESTIG,Consumption - Kitchen/ Accessories,SmallCap,947.4,907.95,33.81,50.75
SEAMECLTD,Transport - Shipping,SmallCap,1531.02,1458.43,26.83,50.83
BBL,Power - Equipment,SmallCap,5073.96,4865.4,20.09,53.62
PFC,Financials - Institute - Power,LargeCap,534.32,520.69,20.03,56.41
VENKEYS,Consumption - Foods/Drinks,SmallCap,2302.34,2189.18,34.32,50.64
JINDALSAW,Metals - Pipe & Tube,SmallCap,345.27,325.67,20.52,60.49
EVEREADY,Consumption - Misc,SmallCap,455.05,435.47,20.87,50.01
SHALBY,Healthcare - Hospitals,SmallCap,279.15,277.22,23.33,53.29
ALLDIGI,Tech - BPO,SmallCap,1111.88,1095.21,28.47,50.67
DELTACORP,Leisure - Misc,SmallCap,131.25,131.2,20.8,55.17
VERANDA,IT - Education,SmallCap,320.08,299.94,30.08,52.88
SHOPERSTOP,Consumption - Retail,SmallCap,848.46,816.06,40.13,63.32
JSWENERGY,Power - Generation,LargeCap,751.96,725.26,23.64,60.57
HFCL,Telecom - Infra,SmallCap,152.57,143.32,29.05,50.34
HAVELLS,Consumption - Electronics,LargeCap,1988.76,1929.54,33.66,55.22
CIPLA,Healthcare - Formulations,LargeCap,1638.92,1609.49,20.81,51.71
SYNGENE,Healthcare - CRAMS/CDMO,MidCap,885.14,858.71,20.19,51.66
THEMISMED,Healthcare - Formulations,SmallCap,269.51,259.37,20.67,51.25
AUROPHARMA,Healthcare - Formulations - Generic,MidCap,1494.97,1475.3,22.31,50.02
CREST,Financials - NBFC,SmallCap,508.17,484.94,29.03,51.39
EXIDEIND,Auto - Electricals & Batteries,MidCap,502.63,499.72,20.36,54.54
ORISSAMINE,Mining - Coal/Minerals,SmallCap,8872.12,8453.77,21.61,50.38
RADHIKAJWE,Consumption - Jewelry,SmallCap,133.21,119.27,28.79,52.23
BIKAJI,Consumption - Foods/Drinks,SmallCap,891.65,862.4,25.79,50.36
RKFORGE,Auto - Forgings,SmallCap,995.7,969.06,24.99,50.24
HEXATRADEX,Financials - Holding/Investing,SmallCap,276.21,275.89,20.03,51.36
SYMPHONY,Consumption - Appliances,SmallCap,1617.2,1587.62,26.64,50.24
HITECH,Metals - Pipe & Tube,SmallCap,185.53,184.03,20.92,50.05
RATEGAIN,IT - Software/Consulting,SmallCap,765.4,753.89,25.04,67.74
THERMAX,Power - Equipment,MidCap,5098.31,5027.43,21.16,51.16
GANECOS,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,2282.43,2156.33,29.36,57.14
UNICHEMLAB,Healthcare - Formulations,SmallCap,842.91,786.25,38.54,51.16
PPLPHARMA,Healthcare - CRAMS/CDMO,SmallCap,259.47,248.11,22.26,50.39
WONDERLA,Leisure - Misc,SmallCap,860.55,859.2,25.74,53.66
RECLTD,Financials - Institute - Power,LargeCap,541.27,538.99,20.19,60.43
CGPOWER,Power - Equipment,LargeCap,759.57,748.42,20.36,54.17
TEJASNET,Telecom - Equipments,SmallCap,1319.49,1298.25,29.04,52.43
GNA,Auto - Suspension & Axles,SmallCap,420.06,418.18,22.17,54.42
NIITMTS,IT - Education,SmallCap,481.5,475.81,23.53,50.66
ATULAUTO,Auto - CV,SmallCap,611.88,610.78,27.05,50.1
PITTIENG,Electronics - Components,SmallCap,1405.94,1363.38,27.35,58.06
TCS,IT - Software/Consulting,LargeCap,4338.84,4274.09,23.62,52.97
DCMSRIND,Agri - Sugar,SmallCap,194.42,192.02,27.48,55.08
PLATIND,Chemicals - Specialty - Plastics,SmallCap,456.83,435.36,20.22,53.95
WELSPUNLIV,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,165.95,163.53,28.47,58.01
ARVSMART,Real Estate,SmallCap,953.35,912.79,23.64,52.85
SIEMENS,Power - Equipment,LargeCap,7612.21,7389.94,33.38,53.79
ICIL,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,372.34,368.02,29.54,60.47
SABTNL,Media - TV Broadcast,SmallCap,1937.73,1642.63,70.17,51.05
MONTECARLO,Textiles - Fashion Retail,SmallCap,885.17,846.58,30.95,50.62
GRAVITA,Metals - Non Ferrous,SmallCap,2256.03,2221.97,20.88,57.02
SUYOG,Telecom - Infra,SmallCap,1849.28,1741.79,30.1,54.07
BANSALWIRE,Metals - Pipe & Tube,SmallCap,451.1,448.99,20.41,51.22
PDSL,Textiles - Exports,SmallCap,576.14,559.58,20.74,52.11
CHEMPLASTS,Chemicals - Petro,SmallCap,500.12,497.33,22.24,50.6
PETRONET,Utility - Gas Distribution,MidCap,339.67,338.24,20.28,61.43
ISGEC,Industial Products - Process Equipment & Fabrication,SmallCap,1480.76,1441.88,26.89,52.33
RAIN,Chemicals - Petro,SmallCap,173.22,170.0,22.42,57.35
REDTAPE,Consumption - Footwear,SmallCap,215.32,212.18,30.19,52.15
EMSLIMITED,Waste Management,SmallCap,870.68,843.97,21.13,50.74
VSTTILLERS,Auto - Tractors,SmallCap,5054.91,4862.5,36.93,55.37
JASH,Industial Products - Water/Waster Management,SmallCap,590.57,562.08,21.55,58.19
PRAJIND,Industial Products - Water/Waster Management,SmallCap,813.14,788.55,20.92,61.03
VPRPL,Infra - Construction,SmallCap,300.95,293.8,20.07,50.21
TEXINFRA,Railways,SmallCap,133.44,131.16,23.37,50.57
NAUKRI,IT - Platform - Catalogue Retail,LargeCap,1730.94,1674.57,22.18,58.46
CAPACITE,Infra - Residential & Commercial Buildings,SmallCap,432.12,415.11,27.36,50.71
IRB,Infra - Road & Highways,MidCap,57.07,56.37,21.28,56.02
SWANENERGY,Real Estate,SmallCap,717.8,671.76,28.94,54.04
PREMIERENE,Power - Green Equipment,MidCap,1292.82,1280.08,24.08,53.74
HGINFRA,Infra - Road & Highways,SmallCap,1469.9,1444.78,21.85,50.77
WENDT,Industial Products - Abrasives ,SmallCap,16463.92,16098.13,32.54,55.5
KRSNAA,Healthcare - Diagnostics,SmallCap,912.34,906.89,20.46,52.13
LINCOLN,Healthcare - Formulations,SmallCap,819.88,780.46,30.05,51.63
AURIONPRO,IT - Software/Consulting,SmallCap,1748.71,1710.82,26.45,50.12
PIXTRANS,Industrial Products - Rubber,SmallCap,2448.26,2274.91,25.48,52.38
KABRAEXTRU,Electronics - Components,SmallCap,533.04,503.93,41.95,52.83
JINDALPOLY,Packaging - Flex,SmallCap,950.86,911.15,24.01,51.9
CHEMFAB,Chemicals - Bulk,SmallCap,1035.98,1026.11,27.25,50.63
KNRCON,Infra - Road & Highways,SmallCap,333.74,328.32,21.46,52.4
LUPIN,Healthcare - Formulations,MidCap,2244.26,2183.98,28.12,53.59
AGARIND,Chemicals - Petro,SmallCap,1264.56,1219.16,23.55,51.54
ORCHPHARMA,Healthcare - API/Drug,SmallCap,1811.47,1690.63,38.4,56.71
EIHOTEL,Leisure - Hotels,SmallCap,413.31,402.84,27.52,50.27
BATAINDIA,Consumption - Footwear,SmallCap,1404.9,1397.59,27.29,55.71
ASIANENE,Oil and Gas - Field Services,SmallCap,384.13,371.07,28.52,51.24
DEEPINDS,Oil and Gas - Field Services,SmallCap,572.35,542.66,24.89,51.35
MANGLMCEM,Infra - Cement,SmallCap,953.9,925.28,21.81,51.46
SASKEN,IT - Services,SmallCap,2115.68,2042.97,40.73,51.2
EPACK,Consumption - Appliances,SmallCap,536.25,494.54,29.65,50.06
STOVEKRAFT,Consumption - Kitchen/ Accessories,SmallCap,879.44,854.46,29.64,50.12
DIAMONDYD,Consumption - Foods/Drinks,SmallCap,1090.22,1070.45,20.47,51.92
ORIENTTECH,IT - Services,SmallCap,567.79,510.17,42.39,52.94
VIDHIING,Chemicals - Dyes,SmallCap,508.83,504.83,20.9,52.05
SALZERELEC,Power - Equipment,SmallCap,1425.17,1331.64,40.31,53.97
SAREGAMA,Media - Entertainment,SmallCap,523.67,516.27,20.54,50.45
INNOVACAP,Healthcare - CRAMS/CDMO,SmallCap,1060.54,1020.47,23.23,51.4
SIGNPOST,Media - Misc,SmallCap,373.29,344.58,31.49,56.26
GANESHHOUC,Real Estate,SmallCap,1300.82,1233.63,20.56,58.25
STARCEMENT,Infra - Cement,SmallCap,216.45,213.07,21.37,52.84
LTTS,IT - Services,MidCap,5207.94,5151.87,20.12,61.76
GENESYS,IT - Services,SmallCap,906.33,902.5,25.89,52.8
SPECTRUM,Industial Products - Electrical & Power Equipment,SmallCap,2195.17,2118.44,21.68,55.35
WELENT,Infra - Road & Highways,SmallCap,603.12,587.81,23.93,50.31
AVL,Consumption - Retail,SmallCap,479.26,476.65,23.68,50.55
JUBLFOOD,Leisure - Restaurants,MidCap,703.57,691.32,28.44,56.97
PARKHOTELS,Leisure - Hotels,SmallCap,185.47,182.84,20.23,54.75
JINDWORLD,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,82.25,79.36,35.13,55.03
PRICOLLTD,Auto - Electricals & Electronics,SmallCap,518.47,517.8,26.01,52.71
GOLDIAM,Consumption - Jewelry,SmallCap,491.19,452.71,29.3,51.8
BSHSL,Agri - Seeds,SmallCap,154.95,154.08,30.75,54.99
ADSL,IT - Services,SmallCap,251.73,249.2,20.35,58.78
ALIVUS,Healthcare - Formulations,SmallCap,1159.0,1110.88,38.46,59.8
DABUR,Consumption - Personal,LargeCap,526.11,525.96,26.18,52.67
DPABHUSHAN,Consumption - Jewelry,SmallCap,1679.04,1621.67,23.4,61.67
GULPOLY,Chemicals - Bulk,SmallCap,193.48,188.44,23.75,50.54
PGEL,Consumption - Electronics,SmallCap,815.61,814.61,26.31,51.22
INDUSINDBK,Financials - Private Bank,LargeCap,1022.05,1018.4,20.12,54.99
GREAVESCOT,Industrial - Pumps/Engines,SmallCap,268.95,255.27,22.34,52.39
JINDRILL,Oil and Gas - Field Services,SmallCap,859.81,825.67,21.11,51.81
INDOTHAI,Financials - Broking,SmallCap,1948.06,1795.93,21.27,51.24
AETHER,Chemicals - Specialty - Pharma,SmallCap,861.55,852.61,27.18,50.01
JINDALSTEL,Metals - Iron & Steel,LargeCap,897.43,889.51,21.08,52.55
VIMTALABS,Healthcare - CRAMS/CDMO,SmallCap,511.82,486.7,24.61,53.24
SARDAEN,Metals - Iron & Steel,SmallCap,505.71,486.72,20.4,51.79
UPL,Agrochem - Pesticides,MidCap,637.05,615.88,20.6,62.68
GICRE,Financials - Gen Insurance,MidCap,407.33,404.27,20.04,56.53
COHANCE,Healthcare - CRAMS/CDMO,SmallCap,1151.91,1146.52,24.07,50.14
BAJAJHCARE,Healthcare - Naturals/OTC/Consumers,SmallCap,671.14,636.62,20.23,51.85
TATAPOWER,Power - Integrated Utility,LargeCap,369.36,367.76,23.0,50.95
QUADFUTURE,Power - Wiring,SmallCap,524.49,498.03,20.4,54.17
GPIL,Metals - Iron & Steel,SmallCap,184.91,182.83,20.41,64.23
QUESS,HR Services / Outsourcing & Workplace Solutions,SmallCap,648.82,640.52,22.74,51.38
NTPC,Power - Generation,LargeCap,347.94,339.94,20.12,61.31
INDHOTEL,Leisure - Hotels,LargeCap,786.73,780.68,20.57,50.95
GPTHEALTH,Healthcare - Hospitals,SmallCap,155.36,153.71,20.37,66.38
BECTORFOOD,Consumption - Foods/Drinks,SmallCap,1510.45,1494.09,21.03,58.45
HIKAL,Healthcare - API/Drug,SmallCap,401.91,388.51,20.59,61.72
GULFOILLUB,Petro - Lubricants,SmallCap,1153.87,1149.41,20.31,57.4
ORIENTCEM,Infra - Cement,SmallCap,350.32,344.09,20.01,59.02
EMUDHRA,IT - E-Governance,SmallCap,842.83,832.28,23.94,55.37
SHYAMMETL,Metals - Iron & Steel,SmallCap,861.83,827.47,20.73,64.37
ANUP,Industial Products - Process Equipment & Fabrication,SmallCap,3180.89,3136.66,22.42,52.48
WINDLAS,Healthcare - CRAMS/CDMO,SmallCap,994.42,961.83,20.01,57.06
JSWINFRA,Infra - Ports,MidCap,298.97,289.49,21.32,54.55
PANAMAPET,Petro - Lubricants,SmallCap,372.94,369.39,20.61,53.53
GLOBUSSPR,Beverages - Alcohol,SmallCap,1032.16,982.22,20.64,62.59
KDDL,Consumption - Jewelry,SmallCap,2910.65,2860.07,20.17,51.3
GRPLTD,Industrial Products - Rubber,SmallCap,2845.7,2805.64,24.27,52.28
BAJAJHFL,Financials - Housing,LargeCap,124.55,122.02,21.0,67.39
SIMPLEXINF,Infra - Construction,SmallCap,307.23,294.78,30.1,54.37
LICHSGFIN,Financials - Housing,MidCap,579.86,567.98,20.86,67.98
PROTEAN,IT - E-Governance,SmallCap,1389.65,1244.27,22.0,56.63
GARFIBRES,Textiles - Tech,SmallCap,852.9,831.15,20.54,58.88
IKIO,Consumption - Electronics,SmallCap,239.41,232.86,21.66,53.83
DOMS,Consumption - Stationary,SmallCap,2804.81,2744.68,20.32,59.45
ABFRL,Textiles - Fashion Retail,MidCap,261.06,260.23,20.35,54.49
PHOENIXLTD,Real Estate,MidCap,1611.58,1607.27,20.39,52.32
ZFCVINDIA,Auto - Suspension & Axles,SmallCap,12713.04,12256.13,21.35,50.44
BAJFINANCE,Financials - NBFC,LargeCap,897.77,864.21,20.39,56.93
UNIENTER,Chemicals - Misc,SmallCap,154.6,152.78,20.38,56.59
GAIL,Utility - Gas Transmission,LargeCap,182.4,177.55,20.21,59.26
CHOLAFIN,Financials - NBFC,LargeCap,1522.91,1467.61,20.01,51.83
TARSONS,Healthcare - Equipments,SmallCap,362.75,352.35,20.47,55.68
GMRP&UI,Infra - Heavy Engineering,SmallCap,122.03,116.0,23.18,51.97
TORNTPOWER,Power - Integrated Utility,MidCap,1537.75,1482.56,20.63,56.04
BAJAJFINSV,Financials - Diversified,LargeCap,1996.88,1919.34,20.14,62.14
NPST,IT - Fintech,SmallCap,2211.25,2167.96,20.15,57.93
PATANJALI,Agri - Edible Oils,MidCap,1897.92,1851.94,20.43,56.07
ROSSARI,Chemicals - Specialty - FMCG,SmallCap,670.31,670.26,22.7,56.11
INDOTECH,Power - Equipment,SmallCap,2347.01,2346.16,20.76,52.29
TBZ,Consumption - Jewelry,SmallCap,198.56,193.83,22.79,53.85
SUNTV,Media - TV Broadcast,MidCap,646.09,637.4,22.48,50.78
UBL,Beverages - Alcohol,MidCap,2098.19,2045.88,20.26,60.53
SBIN,Financials - PSU Bank,LargeCap,786.47,770.87,21.42,52.52
AJANTPHARM,Healthcare - Formulations - OTC,MidCap,2664.01,2658.95,22.14,53.73
KANSAINER,Consumption - Paints,SmallCap,254.53,248.23,20.8,52.44
ICEMAKE,Transport - Cold chain,SmallCap,938.55,871.02,20.51,50.3
GPTINFRA,Infra - Heavy Engineering,SmallCap,127.52,121.44,20.3,51.76
GAEL,Agri - Misc,SmallCap,118.88,115.54,21.9,52.01
PTC,Power - Misc,SmallCap,174.13,165.22,21.09,61.77
AVANTIFEED,Agri - Animal Feed,SmallCap,858.35,817.97,20.22,56.11
THANGAMAYL,Consumption - Jewelry,SmallCap,2039.91,1965.9,21.09,51.28
TARIL,Power - Equipment,SmallCap,510.33,489.97,20.01,50.53
KTKBANK,Financials - Private Bank,SmallCap,191.8,187.5,22.92,57.65
INDIASHLTR,Financials - Housing,SmallCap,850.98,805.39,20.2,58.27
ACUTAAS,Healthcare - API/Drug,SmallCap,1139.69,1139.05,20.25,57.23
JYOTHYLAB,Consumption - Misc,SmallCap,368.4,363.48,20.35,57.45
AADHARHFC,Financials - Housing,SmallCap,460.87,440.84,20.81,58.69
ORIENTELEC,Consumption - Appliances,SmallCap,226.94,222.09,20.16,62.5
AVALON,Electronics - EMS,SmallCap,835.94,795.65,20.41,60.77
COLPAL,Consumption - Personal,MidCap,2577.59,2556.62,23.15,57.46
3MINDIA,Others,MidCap,29504.25,29091.56,26.21,51.71
ITC,Consumption - FMCG Conglomerates ,LargeCap,425.3,422.77,21.04,58.97
RAYMOND,Real Estate,SmallCap,1515.25,1486.46,21.01,54.87
JSFB,Financials - Private Bank,SmallCap,485.15,461.42,20.93,52.58
EMAMILTD,Consumption - Personal,MidCap,617.19,599.04,21.5,53.06
SUNPHARMA,Healthcare - Formulations - Specialty,LargeCap,1774.27,1748.62,22.43,50.33
KOTAKBANK,Financials - Private Bank,LargeCap,2138.05,2085.49,22.01,52.11
SHRIRAMFIN,Financials - NBFC,LargeCap,638.48,632.8,21.94,51.6
CHAMBLFERT,Agrochem - Fertilizers,SmallCap,677.77,634.85,32.37,58.04
DEVYANI,Leisure - Restaurants,SmallCap,171.79,167.79,20.65,57.88
MEDANTA,Healthcare - Hospitals,MidCap,1216.36,1204.64,20.76,54.53
KIMS,Healthcare - Hospitals,SmallCap,646.13,624.99,20.01,56.54
MANKIND,Healthcare - Formulations - OTC,MidCap,2471.02,2451.21,20.32,58.44
JSWHL,Financials - Holding/Investing,SmallCap,23766.3,22417.79,20.79,54.56
JSWSTEEL,Metals - Iron & Steel,LargeCap,999.9,998.89,20.13,57.76
DMART,Consumption - Retail,LargeCap,4116.7,4036.72,21.11,58.1
POWERGRID,Power - Transmission,LargeCap,302.46,297.09,21.14,52.42
DVL,Chemicals - Diversified,SmallCap,354.21,347.55,21.14,63.76
ADANIENSOL,Power - Transmission,LargeCap,889.94,858.73,21.38,50.96
BANKBARODA,Financials - PSU Bank,LargeCap,235.17,231.62,21.12,51.85
GUJALKALI,Chemicals - Bulk,SmallCap,629.71,621.78,20.92,52.47
FLUOROCHEM,Chemicals - Specialty - Refrigeration,MidCap,3900.3,3879.96,20.39,58.49
BARBEQUE,Leisure - Restaurants,SmallCap,321.49,313.96,27.35,56.93
SWARAJENG,Industrial - Pumps/Engines,SmallCap,4036.94,3829.06,20.93,55.13
HESTERBIO,Healthcare - Animals,SmallCap,1766.59,1743.28,20.55,50.53
TATACONSUM,Consumption - FMCG Conglomerates ,LargeCap,1130.17,1089.6,21.04,54.57
VADILALIND,Consumption - Dairy,SmallCap,6546.15,5900.22,26.84,57.07
POLYMED,Healthcare - Equipments,SmallCap,2461.22,2408.04,21.95,50.07
ARVIND,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,375.68,364.29,22.07,51.24
MARUTI,Auto - Cars/UVs,LargeCap,12437.06,12186.05,20.44,52.31
HCG,Healthcare - Hospitals,SmallCap,583.82,559.94,22.08,55.43
WEBELSOLAR,Power - Green Equipment,SmallCap,1353.61,1300.46,20.15,51.74
AEGISLOG,Utility - Gas Distribution,SmallCap,832.99,806.51,24.13,51.38
PRAKASH,Metals - Pipe & Tube,SmallCap,174.3,168.89,20.92,53.46
OLECTRA,Auto - CV,SmallCap,1237.32,1219.16,20.49,67.31
BFINVEST,Financials - Holding/Investing,SmallCap,516.58,510.67,23.04,52.33
ENTERO,IT - Platform - Healthcare/Pharma,SmallCap,1403.14,1345.23,28.12,60.7
STYLAMIND,Infra - Laminates,SmallCap,1733.73,1726.39,22.05,61.32
EPIGRAL,Chemicals - Specialty - Diversified,SmallCap,1851.38,1839.34,23.27,52.63
SANGHVIMOV,Auto - Construction,SmallCap,298.88,283.38,21.34,50.49
SUNDARMFIN,Financials - NBFC,MidCap,5133.17,4986.95,20.47,53.52
TVSMOTOR,Auto - 2W,LargeCap,2745.06,2645.26,20.38,57.71
ESCORTS,Auto - Tractors,MidCap,3425.57,3333.39,22.73,63.49
DSSL,IT - Services,SmallCap,1120.33,1108.07,20.48,50.66
V2RETAIL,Consumption - Retail,SmallCap,1826.65,1771.92,21.0,56.1
ICICIBANK,Financials - Private Bank,LargeCap,1432.28,1388.23,20.01,60.01
KIRIINDUS,Chemicals - Dyes,SmallCap,646.63,623.1,36.55,68.76
SANDUMA,Mining - Coal/Minerals,SmallCap,510.37,482.27,34.5,68.91
SILVERTUC,IT - Services,SmallCap,762.58,733.04,20.72,55.8
M&M,Auto - Cars/UVs,LargeCap,3011.39,2931.45,20.83,51.78
JKLAKSHMI,Infra - Cement,SmallCap,837.95,812.72,20.02,52.9
HIMATSEIDE,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,156.7,152.88,22.84,51.05
MAPMYINDIA,IT - Product - Software,SmallCap,1938.34,1855.4,20.37,51.24
ALKEM,Healthcare - Formulations,MidCap,5190.88,5092.22,24.21,59.7
KCP,Infra - Cement,SmallCap,215.11,209.61,20.04,50.65
GOKEX,Textiles - Exports,SmallCap,957.63,925.86,25.26,56.36
TAJGVK,Leisure - Hotels,SmallCap,432.79,431.95,20.15,56.37
BLKASHYAP,Infra - Construction,SmallCap,69.2,64.98,21.98,60.36
JAGRAN,Media - Publishing,SmallCap,75.93,74.36,20.77,52.31
PANACEABIO,Healthcare - Biotech,SmallCap,522.73,492.53,31.6,53.38
CAPLIPOINT,Healthcare - CRAMS/CDMO,SmallCap,2084.0,2024.94,20.1,58.45
TCPLPACK,Packaging - Rigid,SmallCap,4021.46,3958.81,26.58,59.67
SHREDIGCEM,Infra - Cement,SmallCap,80.65,77.91,20.41,64.2
AXISBANK,Financials - Private Bank,LargeCap,1189.43,1155.01,20.78,54.25
SIYSIL,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,727.52,716.59,21.04,53.07
SUNCLAY,Auto - Drivetrain,SmallCap,2321.25,2251.75,32.64,59.49
NLCINDIA,Power - Generation,MidCap,237.22,235.11,21.36,54.44
INDOSTAR,Financials - NBFC,SmallCap,322.49,305.6,21.08,54.46
LUXIND,Textiles - Innerwear,SmallCap,1492.91,1464.14,20.01,53.25
ARTEMISMED,Healthcare - Hospitals,SmallCap,264.17,264.08,20.99,52.97
INDGN,IT - Platform - Healthcare/Pharma,SmallCap,591.8,580.39,20.19,63.15
AVADHSUGAR,Agri - Sugar,SmallCap,544.47,520.69,20.22,53.13
NCC,Infra - Construction,SmallCap,229.49,222.85,20.09,59.3
POLYPLEX,Packaging - Flex,SmallCap,1307.08,1266.16,21.04,52.41
INOXWIND,Power - Equipment,SmallCap,182.43,175.7,21.01,53.75
BAJAJ-AUTO,Auto - 2W,LargeCap,8514.38,8336.76,20.42,53.77
JYOTICNC,Industial Products - Machinery,SmallCap,1237.12,1170.61,21.63,62.8
SONACOMS,Auto - Drivetrain,MidCap,526.95,513.01,21.38,53.09
AHLUCONT,Infra - Residential & Commercial Buildings,SmallCap,922.56,886.9,22.21,56.8
DCXINDIA,Defense - Technology & Electronics,SmallCap,312.45,297.08,20.14,52.36
BLS,IT - E-Governance,SmallCap,397.3,389.2,28.8,52.7
HERANBA,Agrochem - Pesticides,SmallCap,284.85,276.22,20.9,53.4
UDS,HR Services / Outsourcing & Workplace Solutions,SmallCap,315.06,310.1,23.41,50.44
SPAL,Textiles - Exports,SmallCap,840.81,813.33,20.9,51.47
NAVNETEDUL,Media - Publishing,SmallCap,142.85,141.96,21.9,50.34
SENCO,Consumption - Jewelry,SmallCap,365.69,359.64,26.59,53.11
APTUS,Financials - Housing,SmallCap,325.42,321.44,20.35,53.5
ONEPOINT,Tech - BPO,SmallCap,64.01,60.55,21.93,57.95
KSCL,Agri - Seeds,SmallCap,1435.89,1376.64,27.0,52.3
E2E,IT - Cloud Infra,SmallCap,2751.4,2610.68,23.27,51.04
BANARISUG,Agri - Sugar,SmallCap,4078.96,3988.44,20.61,51.32
UNITDSPR,Beverages - Alcohol,LargeCap,1564.07,1527.0,25.91,64.54
AWL,Agri - Edible Oils,MidCap,268.14,267.47,21.29,57.91
SURAKSHA,Healthcare - Diagnostics,SmallCap,325.14,313.44,20.55,58.9
PVRINOX,Media - Misc,SmallCap,1000.25,991.34,24.7,51.09
TRIVENI,Agri - Sugar,SmallCap,429.51,417.88,22.96,53.45
SANOFI,Healthcare - Formulations,SmallCap,6167.48,6071.07,20.09,51.14
MAGADSUGAR,Agri - Sugar,SmallCap,732.83,698.27,34.7,54.59
KPRMILL,Textiles - Mfg (Spin/Yarn/Integrated),MidCap,1131.28,1085.66,26.67,50.53
LMW,Industial Products - Machinery,SmallCap,16774.51,16513.03,20.07,51.36
YATRA,IT - Platform - Tour & Travel,SmallCap,96.04,92.12,20.92,51.12
PNBGILTS,Financials - Misc,SmallCap,98.72,96.09,20.75,54.45
ACE,Auto - Construction,SmallCap,1252.64,1241.02,20.98,51.61
CROMPTON,Consumption - Appliances,SmallCap,349.3,346.39,20.53,54.28
GREENLAM,Infra - Laminates,SmallCap,249.28,245.1,22.19,50.6
AGI,Packaging - Rigid,SmallCap,848.29,826.36,23.39,58.22
SHAILY,Industrial Products - Plastic,SmallCap,1796.97,1734.26,25.75,50.13
GKWLIMITED,Financials - Holding/Investing,SmallCap,2034.97,1962.25,28.08,58.06
NTPCGREEN,Power - Green - IPP,MidCap,108.96,107.19,20.81,50.96
IREDA,Financials - Institute - Power,MidCap,174.86,171.72,20.74,52.49
GUFICBIO,Healthcare - API/Drug,SmallCap,372.99,370.36,22.15,50.63
JWL,Railways,SmallCap,396.76,385.06,29.52,50.99
BLACKBUCK,IT - Fintech,SmallCap,447.79,444.64,21.34,52.04
CEWATER,Waste Management,SmallCap,579.98,559.4,24.89,51.86
ADANIGREEN,Power - Green - IPP,LargeCap,1005.06,978.0,25.12,54.36
LINDEINDIA,Chemicals - Misc,MidCap,7238.91,6889.18,25.4,51.48
PNBHOUSING,Financials - Housing,SmallCap,1071.03,1022.46,22.12,57.3
TCI,Transport - Logistics,SmallCap,1130.62,1108.86,26.57,51.78
ITDC,Leisure - Hotels,SmallCap,611.84,598.0,29.45,50.71
DALMIASUG,Agri - Sugar,SmallCap,431.78,412.29,28.82,51.69
RGL,Consumption - Jewelry,SmallCap,126.96,126.92,25.78,53.36
NIITLTD,IT - Education,SmallCap,136.19,134.54,24.96,50.76
INOXGREEN,Power - Green - Misc,SmallCap,170.86,158.11,34.92,52.68
UNIECOM,IT - Platform - Catalogue Retail,SmallCap,136.65,133.52,25.31,53.95
BOROLTD,Consumption - Homeware,SmallCap,358.8,350.48,31.08,51.0
BEPL,Chemicals - Specialty - Plastics,SmallCap,115.53,113.52,25.13,51.12
GRINDWELL,Industial Products - Abrasives ,SmallCap,1784.68,1747.09,26.56,51.13
NEOGEN,Chemicals - Specialty - Pharma,SmallCap,1648.75,1642.94,28.83,52.36
SPARC,Healthcare - CRAMS/CDMO,SmallCap,166.16,160.06,21.62,51.06
PCBL,Chemicals - Carbon,SmallCap,403.9,399.66,20.53,51.17
