Symbol,Sector,Mktcap,02-Sep,03-Sep,04-Sep,05-Sep,08-Sep,09-Sep,10-Sep,11-Sep,12-Sep,15-Sep,BreakoutCount
JLHL,Healthcare - Hospitals,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
JNKINDIA,Industial Products - Process Equipment & Fabrication,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
JSWHL,Financials - Holding/Investing,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
JSWINFRA,Infra - Ports,MidCap,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,2
JSWSTEEL,Metals - Iron & Steel,LargeCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
JTEKTINDIA,Auto - Drivetrain,SmallCap,Other,Other,Other,Breakout,Other,Breakout,Other,Other,Other,Other,2
JTLIND,Metals - Pipe & Tube,SmallCap,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,2
JUBLPHARMA,Healthcare - CRAMS/CDMO,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
JUNIPER,Leisure - Hotels,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
JUSTDIAL,IT - Platform - Catalogue Retail,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
JWL,Railways,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
KAYNES,Electronics - EMS,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
KDDL,Consumption - Jewelry,SmallCap,Other,Breakdown,Other,Other,Other,Other,Other,Other,Other,Breakout,1
KEC,Railways,SmallCap,Breakout,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,2
KEI,Power - Wiring,MidCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
KELLTONTEC,IT - Software/Consulting,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
KICL,Financials - Holding/Investing,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
KIRIINDUS,Chemicals - Dyes,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Breakout,Breakout,Other,3
KIRLOSIND,Power - Green - Misc,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
KMEW,Engineering - Dredging,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
KOKUYOCMLN,Consumption - Stationary,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
KPITTECH,IT - Software/Consulting,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
KROSS,Auto - Suspension & Axles,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
KRSNAA,Healthcare - Diagnostics,SmallCap,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,Other,2
KTKBANK,Financials - Private Bank,SmallCap,Other,Other,Breakout,Other,Other,Other,Breakout,Other,Other,Breakout,3
LANDMARK,Auto - Misc,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
LEMONTREE,Leisure - Hotels,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
LGBBROSLTD,Auto - Wheels ,SmallCap,Other,Breakout,Other,Breakout,Other,Other,Other,Other,Other,Other,2
LGHL,Real Estate,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
LICHSGFIN,Financials - Housing,MidCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
LTFOODS,Agri - Rice,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
LTIM,IT - Enterprise,LargeCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
LUPIN,Healthcare - Formulations,MidCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
LXCHEM,Chemicals - Specialty - Pharma,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
M&M,Auto - Cars/UVs,LargeCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
M&MFIN,Financials - NBFC,MidCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
MADRASFERT,Agrochem - Fertilizers,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
MAGADSUGAR,Agri - Sugar,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
MAHLOG,Transport - Logistics,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
MAHSCOOTER,Financials - Holding/Investing,SmallCap,Breakout,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,2
MAITHANALL,Metals - Ferro Alloys,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,2
MAMATA,Industial Products - Machinery,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
MANALIPETC,Chemicals - Petro,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
MANAPPURAM,Financials - NBFC,SmallCap,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,2
MANGLMCEM,Infra - Cement,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
MANINDS,Metals - Pipe & Tube,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
MARINE,Electronics - Components,SmallCap,Breakout,Other,Other,Other,Breakout,Other,Breakout,Breakout,Breakout,Breakout,6
MATRIMONY,IT - Platform - Catalogue Retail,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
MAZDOCK,Defense - Ship,MidCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,2
MEDANTA,Healthcare - Hospitals,MidCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
METROBRAND,Consumption - Footwear,SmallCap,Other,Other,Breakout,Other,Other,Breakout,Breakout,Other,Other,Other,3
METROPOLIS,Healthcare - Diagnostics,SmallCap,Other,Breakout,Breakout,Other,Other,Other,Other,Other,Breakdown,Breakdown,2
MICEL,Electronics - Components,SmallCap,Other,Other,Breakout,Breakout,Breakout,Other,Other,Other,Other,Other,3
MIDHANI,Defense - Mfg,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
MMFL,Auto - Forgings,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
MMTC,Others,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
MOBIKWIK,IT - Fintech,SmallCap,Breakout,Breakout,Other,Breakout,Breakout,Other,Other,Other,Other,Other,4
MOIL,Mining - Coal/Minerals,SmallCap,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,2
MOLDTKPAC,Packaging - Rigid,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
MONTECARLO,Textiles - Fashion Retail,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,Breakout,3
MOREPENLAB,Healthcare - Formulations - OTC,SmallCap,Other,Other,Other,Other,Other,Breakout,Breakout,Breakout,Other,Other,3
MOSCHIP,IT - Hardware,SmallCap,Breakout,Breakout,Breakout,Breakout,Breakout,Other,Other,Other,Other,Other,5
MOTHERSON,Auto - Glass/Body,LargeCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Breakout,Breakout,3
MPHASIS,IT - Software/Consulting,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
MRF,Auto - Tyres,MidCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
MRPL,Refineries & Marketing,MidCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
MSTCLTD,IT - Platform - Ecommerce,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
MSUMI,Auto - Electricals & Electronics,MidCap,Other,Other,Breakout,Breakout,Breakout,Breakout,Other,Other,Breakout,Other,5
MTARTECH,Defense - Mfg,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,2
MUKANDLTD,Metals - Iron & Steel,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
MUTHOOTMF,Financials - MFI,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
NATIONALUM,Metals - Aluminium,MidCap,Breakout,Breakout,Other,Other,Other,Other,Other,Breakout,Other,Other,3
NAVKARCORP,Transport - Logistics,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,2
NBCC,Infra - Construction,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,2
NDRAUTO,Auto - Drivetrain,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
NDTV,Media - TV Broadcast,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Breakdown,Breakdown,2
NELCO,Telecom - Equipments,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
NEOGEN,Chemicals - Specialty - Pharma,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
NESCO,Real Estate,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Breakout,Other,Other,2
NESTLEIND,Consumption - FMCG Conglomerates ,LargeCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
NETWEB,IT - Hardware,SmallCap,Other,Breakout,Breakout,Breakout,Breakout,Other,Other,Other,Other,Other,4
NEULANDLAB,Healthcare - API/Drug,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,2
NHPC,Power - Generation,MidCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Breakout,2
NIACL,Financials - Gen Insurance,MidCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
NIBE,Defense - Mfg,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
NLCINDIA,Power - Generation,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Breakout,Other,3
NMDC,Mining - Coal/Minerals,MidCap,Breakout,Breakout,Other,Other,Other,Breakout,Other,Other,Other,Other,3
NOCIL,Chemicals - Specialty - Rubber,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
NORTHARC,Financials - NBFC,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
NSIL,Financials - Holding/Investing,SmallCap,Other,Breakout,Other,Other,Breakout,Other,Other,Other,Other,Other,2
NUVOCO,Infra - Cement,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
OFSS,IT - Product - Software,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
OPTIEMUS,Telecom - Equipments,SmallCap,Breakout,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,3
ORIENTHOT,Leisure - Hotels,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
ORIENTTECH,IT - Services,SmallCap,Other,Other,Other,Other,Breakout,Other,Breakout,Other,Other,Other,2
PARAGMILK,Consumption - Dairy,SmallCap,Breakout,Other,Other,Other,Breakout,Other,Other,Breakout,Breakout,Breakout,5
PARAS,Defense - Technology & Electronics,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
PARKHOTELS,Leisure - Hotels,SmallCap,Other,Breakout,Other,Other,Breakout,Other,Other,Other,Other,Breakout,3
PFOCUS,Media - Entertainment,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
PGHH,Consumption - Personal,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
PGIL,Textiles - Exports,SmallCap,Other,Other,Breakdown,Other,Other,Other,Breakout,Other,Other,Other,1
PILANIINVS,Financials - Holding/Investing,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Breakout,Other,Other,2
PITTIENG,Electronics - Components,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakdown,Other,Breakout,1
PLATIND,Chemicals - Specialty - Plastics,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
PNB,Financials - PSU Bank,LargeCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
PNGJL,Consumption - Jewelry,SmallCap,Other,Other,Breakout,Other,Breakout,Other,Other,Other,Other,Other,2
POCL,Metals - Non Ferrous,SmallCap,Other,Breakout,Other,Breakout,Breakout,Other,Other,Other,Other,Other,3
PPLPHARMA,Healthcare - CRAMS/CDMO,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
PRAKASH,Metals - Pipe & Tube,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
PRECAM,Auto - Drivetrain,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,2
PREMIERENE,Power - Green Equipment,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,2
PRICOLLTD,Auto - Electricals & Electronics,SmallCap,Other,Other,Breakout,Other,Other,Breakout,Other,Other,Other,Other,2
PRUDENT,Financials - WMC,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,2
PSPPROJECT,Infra - Residential & Commercial Buildings,SmallCap,Breakout,Breakout,Other,Other,Other,Breakout,Other,Other,Other,Other,3
PTCIL,Industrial Products - Precision Components,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
PUNJABCHEM,Agrochem - Pesticides,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
PURVA,Real Estate,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Breakdown,1
PVRINOX,Media - Misc,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
QPOWER,Power - Equipment,SmallCap,Breakout,Other,Other,Breakout,Other,Other,Breakout,Other,Other,Other,3
QUADFUTURE,Power - Wiring,SmallCap,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,2
QUICKHEAL,IT - Product - Software,SmallCap,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,2
RACLGEAR,Auto - Drivetrain,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
RADICO,Beverages - Alcohol,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
RAILTEL,Railways,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,Breakout,3
RAJESHEXPO,Consumption - Jewelry,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Breakout,Breakout,Other,Other,4
RAJRATAN,Auto - Wheels ,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Breakout,Other,Other,2
RAMCOIND,Infra - Cement,SmallCap,Other,Other,Breakout,Other,Breakout,Breakout,Other,Breakout,Breakout,Other,5
RAMCOSYS,IT - Product - Software,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Breakout,3
RAMRAT,Power - Wiring,SmallCap,Other,Breakout,Other,Breakout,Other,Other,Other,Other,Other,Other,2
RATEGAIN,IT - Software/Consulting,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
RAYMONDLSL,Textiles - Fashion Retail,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
RBLBANK,Financials - Private Bank,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
RCF,Agrochem - Fertilizers,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
REDTAPE,Consumption - Footwear,SmallCap,Breakout,Breakout,Other,Breakout,Breakout,Other,Other,Other,Other,Other,4
RELTD,Power - Green - Misc,SmallCap,Other,Other,Other,Breakout,Breakout,Breakout,Other,Breakout,Breakout,Breakout,6
REPCOHOME,Financials - Housing,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
RICOAUTO,Auto - Drivetrain,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
RIIL,Transport - Misc,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
RITES,Railways,SmallCap,Breakout,Other,Other,Other,Other,Breakout,Other,Other,Other,Breakout,3
RKFORGE,Auto - Forgings,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
ROSSTECH,Defense - Technology & Electronics,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Breakout,Other,2
RPEL,Metals - Foundry Support,SmallCap,Breakout,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,3
RPTECH,IT - Hardware,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
RRKABEL,Power - Wiring,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
RTNINDIA,IT - Platform - Ecommerce,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
RUPA,Textiles - Innerwear,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
RVNL,Railways,MidCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SAGCEM,Infra - Cement,SmallCap,Other,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,2
SAIL,Metals - Iron & Steel,MidCap,Other,Breakout,Other,Other,Breakout,Other,Other,Other,Other,Other,2
SAMMAANCAP,Financials - Housing,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
SANDUMA,Mining - Coal/Minerals,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SANGAMIND,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
SANGHVIMOV,Auto - Construction,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,2
SANSERA,Auto - Suspension & Axles,SmallCap,Other,Other,Other,Breakout,Breakout,Other,Breakout,Breakout,Other,Other,4
SANSTAR,Agri - Misc,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
SAPPHIRE,Leisure - Restaurants,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
SARDAEN,Metals - Iron & Steel,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SAREGAMA,Media - Entertainment,SmallCap,Breakout,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,2
SATIN,Financials - MFI,SmallCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
SBICARD,Financials - NBFC,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,2
SCI,Transport - Shipping,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
SCILAL,Financials - Holding/Investing,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
SCODATUBES,Metals - Pipe & Tube,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
SENCO,Consumption - Jewelry,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
SEQUENT,Healthcare - Animals,SmallCap,Other,Other,Other,Breakout,Breakout,Breakout,Other,Other,Other,Other,3
SERVOTECH,Electronics - Components,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Breakout,Other,Other,Other,3
SFL,"Furniture, Home Furnishing",SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
SGLTL,Industial Products - Glasslined Equipments,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
SHAKTIPUMP,Industrial - Pumps/Engines,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
SHALBY,Healthcare - Hospitals,SmallCap,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,2
SHOPERSTOP,Consumption - Retail,SmallCap,Other,Other,Other,Other,Breakout,Other,Breakout,Breakdown,Other,Other,2
SHREEPUSHK,Chemicals - Dyes,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SHRIRAMPPS,Real Estate,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,1
SIEMENS,Power - Equipment,LargeCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SIGACHI,Healthcare - API/Drug,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Breakout,3
SILVERTUC,IT - Services,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,2
SIMPLEXINF,Infra - Construction,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SIRCA,Consumption - Paints,SmallCap,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,1
SIYSIL,Textiles - Mfg (Spin/Yarn/Integrated),SmallCap,Other,Breakout,Other,Other,Other,Other,Breakout,Other,Other,Other,2
SJS,Auto - Wheels ,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
SKFINDIA,Industrial Products - Bearings,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
SKIPPER,Power - Equipment,SmallCap,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,Other,2
SMCGLOBAL,Financials - Broking,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
SMSPHARMA,Healthcare - API/Drug,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,2
SNOWMAN,Transport - Cold chain,SmallCap,Breakout,Other,Other,Other,Other,Other,Breakout,Breakout,Breakout,Other,4
SOLARA,Healthcare - API/Drug,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
SPAL,Textiles - Exports,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
SPANDANA,Financials - MFI,SmallCap,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,2
SPIC,Agrochem - Fertilizers,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
SSWL,Auto - Wheels ,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
STAR,Healthcare - Formulations - Generic,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
STERTOOLS,Auto - Drivetrain,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
STYLAMIND,Infra - Laminates,SmallCap,Breakdown,Breakdown,Breakdown,Other,Breakout,Other,Other,Other,Other,Other,1
STYLEBAAZA,Textiles - Fashion Retail,SmallCap,Other,Other,Breakout,Other,Breakout,Other,Other,Other,Other,Other,2
SUBROS,Auto - HVAC/Emotors,SmallCap,Breakout,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,2
SULA,Beverages - Alcohol,SmallCap,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,2
SUNCLAY,Auto - Drivetrain,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
SUNDARMHLD,Financials - Insurance & Lending,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Breakout,Other,Other,Breakout,4
SUNTECK,Real Estate,SmallCap,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,Other,2
SURAKSHA,Healthcare - Diagnostics,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
SWARAJENG,Industrial - Pumps/Engines,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,2
SYRMA,Electronics - EMS,SmallCap,Breakout,Breakout,Breakout,Other,Other,Other,Other,Other,Other,Other,3
TAJGVK,Leisure - Hotels,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,2
TALBROAUTO,Auto - Body,SmallCap,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Other,Other,2
TANLA,IT - Product - Software,SmallCap,Other,Other,Breakout,Other,Other,Breakout,Breakout,Other,Other,Other,3
TARIL,Power - Equipment,SmallCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
TATACHEM,Chemicals - Bulk,SmallCap,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,1
TATAELXSI,IT - Software/Consulting,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Other,1
TATAMOTORS,Auto - Cars/UVs,LargeCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
TATASTEEL,Metals - Iron & Steel,LargeCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
TATATECH,IT - Services,MidCap,Other,Other,Other,Other,Other,Other,Breakout,Other,Other,Breakout,2
TBOTEK,IT - Platform - Tour & Travel,SmallCap,Other,Breakout,Other,Other,Other,Breakout,Other,Other,Other,Other,2
TCIEXP,Transport - Logistics,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
TDPOWERSYS,Power - Equipment,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
TEAMLEASE,HR Services / Outsourcing & Workplace Solutions,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,3
TEGA,Industial Products - Material Handling/Mining,SmallCap,Breakout,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,2
TEXRAIL,Railways,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
TFCILTD,Financials - Institute - Infra,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
THELEELA,Leisure - Hotels,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
THEMISMED,Healthcare - Formulations,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,Breakout,2
TIL,Industial Products - Material Handling/Mining,SmallCap,Other,Other,Other,Other,Other,Breakout,Breakout,Breakout,Breakout,Other,4
TIMETECHNO,Industrial Products - Plastic,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
TIPSMUSIC,Media - Entertainment,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
TIRUMALCHM,Chemicals - Petro,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Breakout,Other,2
TITAGARH,Railways,SmallCap,Other,Other,Other,Other,Other,Breakout,Breakout,Other,Other,Breakout,3
TRENT,Consumption - Retail,LargeCap,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,1
TRITURBINE,Power - Equipment,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
TRIVENI,Agri - Sugar,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
TTKPRESTIG,Consumption - Kitchen/ Accessories,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
TVSHLTD,Auto - Electricals & Batteries,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
TVSSCS,Transport - Logistics,SmallCap,Other,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,1
TVSSRICHAK,Auto - Tyres,SmallCap,Other,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,1
UGROCAP,Financials - NBFC,SmallCap,Other,Other,Other,Breakout,Other,Other,Other,Other,Other,Other,1
UNIECOM,IT - Platform - Catalogue Retail,SmallCap,Breakout,Other,Other,Other,Other,Other,Other,Other,Other,Other,1
UNIMECH,Defense - Mfg,SmallCap,Other,Other,Other,Other,Other,Other,Other,Other,Other,Breakout,1
