Symbol,Sector,Mktcap,EMA_21,EMA_50,ADX,RSI
DVL,Chemicals - Diversified,SmallCap,347.12,299.26,47.17,51.35
DYCL,Power - Wiring,SmallCap,343.18,293.51,32.51,59.73
DYNAMATECH,Defense - Mfg,SmallCap,6516.42,5134.63,34.5,55.1
E2E,IT - Cloud Infra,SmallCap,2229.6,1619.72,45.56,59.63
EDELWEISS,Financials - Diversified,SmallCap,95.55,81.26,33.92,58.48
EIDPARRY,Agrochem - Fertilizers,SmallCap,862.22,682.04,38.5,63.75
EIHAHOTELS,Leisure - Hotels,SmallCap,359.82,302.26,31.02,59.35
EIHOTEL,Leisure - Hotels,SmallCap,358.71,291.45,37.58,60.56
EIMCOELECO,Industial Products - Material Handling/Mining,SmallCap,1983.24,1472.49,45.37,56.82
ELECON,Electronics - Components,SmallCap,536.57,404.33,49.46,56.63
ELECTHERM,Metals - Iron & Steel,SmallCap,829.99,567.2,50.01,57.21
EMAMILTD,Consumption - Personal,MidCap,590.68,544.11,21.76,51.82
EMCURE,Healthcare - Formulations,SmallCap,1012.5,643.19,44.39,67.01
EMSLIMITED,Waste Management,SmallCap,583.21,479.82,32.51,50.67
ENDURANCE,Auto - Electricals & Batteries,MidCap,2271.7,1925.01,36.73,64.61
ENGINERSIN,Infra - Consulting,SmallCap,192.71,160.8,29.49,55.57
ENTERO,IT - Platform - Healthcare/Pharma,SmallCap,1077.65,749.13,58.38,57.7
EPIGRAL,Chemicals - Specialty - Diversified,SmallCap,1675.55,1367.09,39.48,54.34
ERIS,Healthcare - Formulations,SmallCap,1355.27,1063.67,47.89,68.95
ESABINDIA,Industial Products - Fabrication,SmallCap,5155.99,4431.54,38.04,50.71
ESCORTS,Auto - Tractors,MidCap,3325.02,2766.48,31.35,58.15
EVEREADY,Consumption - Misc,SmallCap,368.79,338.32,20.48,61.63
EXIDEIND,Auto - Electricals & Batteries,MidCap,381.66,320.93,35.11,58.23
FACT,Agrochem - Fertilizers,SmallCap,819.7,603.52,32.71,60.92
FDC,Healthcare - Formulations - OTC,SmallCap,444.94,390.47,32.95,55.47
FEDERALBNK,Financials - Private Bank,MidCap,184.49,154.97,36.75,58.72
FINEORG,Chemicals - Specialty - Diversified,SmallCap,4662.59,4304.34,21.95,51.93
FIRSTCRY,Consumption - Retail,SmallCap,376.34,310.47,21.04,53.24
FMGOETZE,Auto - Drivetrain,SmallCap,430.69,392.28,29.11,66.66
FSL,Tech - BPO,SmallCap,305.5,230.73,46.29,68.42
GAIL,Utility - Gas Transmission,LargeCap,178.32,150.97,33.37,52.92
GALAPREC,Industial Products - Precision Components,SmallCap,695.47,464.48,50.37,59.06
GALLANTT,Metals - Iron & Steel,SmallCap,406.09,264.05,56.67,69.69
GANESHHOUC,Real Estate,SmallCap,898.43,663.26,54.8,51.43
GARFIBRES,Textiles - Tech,SmallCap,796.74,692.43,30.38,51.21
GENUSPOWER,Electronics - Automation,SmallCap,315.14,236.53,49.42,54.55
GESHIP,Transport - Shipping,SmallCap,962.37,811.94,28.91,53.29
GICRE,Financials - Gen Insurance,MidCap,365.1,302.24,48.53,54.15
GILLETTE,Consumption - Personal,SmallCap,8635.98,7356.41,44.89,64.04
GIPCL,Power - Generation,SmallCap,186.73,155.74,36.0,52.01
GLAXO,Healthcare - Formulations - OTC,MidCap,2587.11,2155.95,36.14,55.98
GLENMARK,Healthcare - Formulations - Generic,MidCap,1492.12,1117.85,49.18,68.75
GLOBUSSPR,Beverages - Alcohol,SmallCap,993.4,875.77,27.45,52.97
GMBREW,Beverages - Alcohol,SmallCap,675.23,594.43,39.96,54.25
GMRAIRPORT,Infra - Airport Services,MidCap,79.8,64.83,47.7,59.89
GMRP&UI,Infra - Heavy Engineering,SmallCap,99.43,77.15,41.63,64.48
GODREJAGRO,Agri - Animal Feed,SmallCap,703.72,633.02,26.79,55.56
GODREJCP,Consumption - Personal,LargeCap,1195.24,1076.73,21.68,55.23
GODREJIND,Chemicals - Diversified,MidCap,1028.14,822.51,42.92,61.83
GOLDIAM,Consumption - Jewelry,SmallCap,313.07,229.9,46.79,63.75
GOODLUCK,Metals - Pipe & Tube,SmallCap,915.8,704.9,28.41,57.95
GPPL,Infra - Ports,SmallCap,161.05,145.45,26.73,51.9
GPTINFRA,Infra - Heavy Engineering,SmallCap,114.26,85.79,29.19,53.71
GRANULES,Healthcare - API/Drug,SmallCap,489.26,416.08,26.86,55.71
GRASIM,Infra - Cement,LargeCap,2517.37,2119.13,39.4,61.91
GRAVITA,Metals - Non Ferrous,SmallCap,1620.97,1163.79,40.17,54.4
GREAVESCOT,Industrial - Pumps/Engines,SmallCap,194.42,170.28,35.53,57.54
GREENPLY,Infra - Laminates,SmallCap,292.14,249.05,26.06,59.92
GRSE,Defense - Ship,SmallCap,1863.9,1314.81,37.84,62.82
GRWRHITECH,Industrial Products - Plastic,SmallCap,3179.12,2382.74,29.95,52.87
GSFC,Agrochem - Fertilizers,SmallCap,199.34,177.31,25.22,52.28
GUFICBIO,Healthcare - API/Drug,SmallCap,358.14,295.8,42.03,53.0
GULFOILLUB,Petro - Lubricants,SmallCap,1099.75,908.11,30.52,63.41
HAL,Defense - Mfg,LargeCap,4019.56,2967.89,53.78,61.81
HAVELLS,Consumption - Electronics,LargeCap,1558.13,1395.16,20.39,52.86
HDFCBANK,Financials - Private Bank,LargeCap,892.54,809.36,30.51,61.75
HEG,Metals - Foundry Support,SmallCap,446.6,382.97,35.76,56.44
HEIDELBERG,Infra - Cement,SmallCap,206.31,200.77,32.6,51.49
HERITGFOOD,Consumption - Dairy,SmallCap,423.57,343.64,41.56,59.58
HEROMOTOCO,Auto - 2W,LargeCap,4369.6,3832.15,24.69,63.75
HESTERBIO,Healthcare - Animals,SmallCap,1945.2,1918.56,22.99,51.89
HEUBACHIND,Chemicals - Dyes,SmallCap,544.75,499.91,38.33,62.35
HEXT,IT - Enterprise,SmallCap,501.46,333.75,48.33,69.17
HINDALCO,Metals - Aluminium,LargeCap,640.71,543.07,22.98,63.37
HINDCOPPER,Metals - Copper,SmallCap,247.42,203.92,24.73,56.18
HINDPETRO,Refineries & Marketing,MidCap,355.28,285.69,38.86,58.03
HINDZINC,Metals - Non Ferrous,MidCap,440.13,388.81,32.72,53.34
HIRECT,Electronics - Automation,SmallCap,1086.08,734.11,58.09,66.17
HITECHGEAR,Auto - Drivetrain,SmallCap,670.18,542.42,28.89,52.51
HNDFDS,Consumption - FMCG Conglomerates ,SmallCap,539.05,504.53,30.65,51.49
HOMEFIRST,Financials - Housing,SmallCap,1101.68,932.01,36.96,63.19
HONDAPOWER,Industial Products - Electrical & Power Equipment,SmallCap,2736.48,2375.25,36.27,53.56
HPL,Power - Wiring,SmallCap,443.6,348.45,40.49,57.03
HSCL,Chemicals - Carbon,SmallCap,427.11,312.27,41.12,56.03
HUBTOWN,Real Estate,SmallCap,228.72,159.3,50.68,67.32
HUDCO,Financials - Institute - Infra,MidCap,203.32,153.97,38.12,56.24
ICEMAKE,Transport - Cold chain,SmallCap,717.84,552.69,49.83,56.29
ICICIBANK,Financials - Private Bank,LargeCap,1273.4,1055.19,51.76,68.45
ICRA,Financials - Ratings,SmallCap,6052.17,5300.76,43.42,57.72
IDBI,Financials - Private Bank,SmallCap,83.02,70.97,34.68,57.31
IDEAFORGE,Defense - Technology & Electronics,SmallCap,522.81,428.16,21.7,50.46
IFBIND,Consumption - Appliances,SmallCap,1404.27,1230.96,31.63,54.24
IFCI,Financials - Institute - Infra,SmallCap,51.26,38.66,42.11,54.24
IFGLEXPOR,Metals - Foundry Support,SmallCap,240.83,214.17,21.19,50.68
IIFL,Financials - NBFC,SmallCap,429.9,408.2,22.96,51.11
IIFLCAPS,Financials - Broking,SmallCap,249.93,200.24,34.77,58.6
IMPAL,Auto - Misc,SmallCap,1042.3,932.47,31.29,50.72
INDHOTEL,Leisure - Hotels,LargeCap,682.28,518.38,54.88,66.96
INDIACEM,Infra - Cement,SmallCap,315.04,262.89,25.82,66.4
INDIANB,Financials - PSU Bank,MidCap,554.56,433.68,54.21,69.81
INDIANHUME,Industial Products - Water/Waster Management,SmallCap,363.11,306.33,30.39,54.7
INDIASHLTR,Financials - Housing,SmallCap,741.65,572.17,45.69,66.29
INDOSTAR,Financials - NBFC,SmallCap,264.36,247.63,27.97,50.74
INDOTECH,Power - Equipment,SmallCap,1750.38,1213.02,64.51,53.05
INDRAMEDCO,Healthcare - Hospitals,SmallCap,372.44,258.63,50.97,65.88
INDUSTOWER,Telecom - Infra,MidCap,338.98,297.75,26.83,54.47
INGERRAND,Industrial - Pumps/Engines,SmallCap,3702.09,3001.09,45.46,56.2
INOXINDIA,Industrial Products - Misc,SmallCap,1016.4,879.19,37.6,63.68
INOXWIND,Power - Equipment,SmallCap,151.66,116.69,39.67,52.2
INSECTICID,Agrochem - Pesticides,SmallCap,745.06,638.2,24.41,52.28
INTELLECT,IT - Software/Consulting,SmallCap,902.06,763.42,23.76,56.02
INTERARCH,Infra - Construction,SmallCap,1610.33,1210.56,43.24,66.5
IOC,Refineries & Marketing,LargeCap,136.43,117.01,28.61,55.69
IPCALAB,Healthcare - Formulations - Generic,MidCap,1338.98,1159.23,32.71,50.56
IRCON,Railways,SmallCap,183.19,146.75,38.26,51.52
ITDC,Leisure - Hotels,SmallCap,582.21,508.62,25.54,54.35
ITDCEM,Infra - Construction,SmallCap,563.61,385.48,65.92,66.99
ITI,Telecom - Equipments,SmallCap,279.14,223.55,39.55,56.55
IXIGO,IT - Platform - Tour & Travel,SmallCap,210.57,204.05,20.44,61.04
J&KBANK,Financials - Private Bank,SmallCap,100.55,85.13,27.81,52.84
JAGSNPHARM,Healthcare - Formulations,SmallCap,209.85,161.78,45.05,58.13
JASH,Industial Products - Water/Waster Management,SmallCap,482.36,351.78,67.57,58.21
JBCHEPHARM,Healthcare - Formulations,SmallCap,1655.24,1365.69,30.74,54.14
JBMA,Auto - Body,SmallCap,701.76,570.51,30.51,52.95
JCHAC,Consumption - Appliances,SmallCap,1681.68,1657.4,31.83,52.65
JINDALSTEL,Metals - Iron & Steel,LargeCap,888.58,720.89,28.75,65.19
JIOFIN,Financials - NBFC,LargeCap,277.3,210.51,32.46,59.02
JKIL,Infra - Heavy Engineering,SmallCap,653.73,519.95,33.18,52.52
JKLAKSHMI,Infra - Cement,SmallCap,824.76,720.66,21.98,57.45
JKPAPER,Paper - Speciality,SmallCap,377.17,341.23,24.64,52.08
JKTYRE,Auto - Tyres,SmallCap,342.8,286.59,29.46,54.59
JLHL,Healthcare - Hospitals,SmallCap,1319.74,977.75,60.82,60.3
JMFINANCIL,Financials - Diversified,SmallCap,124.98,104.71,31.54,69.72
JSL,Metals - Iron & Steel,MidCap,642.52,488.13,38.54,64.55
JSWENERGY,Power - Generation,LargeCap,522.73,428.85,30.0,52.62
JSWHL,Financials - Holding/Investing,SmallCap,14898.16,10108.33,62.22,65.05
JSWSTEEL,Metals - Iron & Steel,LargeCap,956.28,810.15,40.93,66.16
JTEKTINDIA,Auto - Drivetrain,SmallCap,149.12,135.79,21.88,56.75
JUBLINGREA,Chemicals - Specialty - Pharma,SmallCap,658.92,597.55,23.13,54.97
JUBLPHARMA,Healthcare - CRAMS/CDMO,SmallCap,937.3,761.82,32.18,61.64
JYOTICNC,Industial Products - Machinery,SmallCap,954.06,730.19,37.35,50.98
KALYANKJIL,Consumption - Jewelry,MidCap,496.58,410.62,34.82,52.97
KARURVYSYA,Financials - Private Bank,SmallCap,179.38,138.29,46.54,64.43
KCP,Infra - Cement,SmallCap,195.94,165.37,24.14,54.19
KEC,Railways,SmallCap,814.57,679.42,34.17,54.58
KEI,Power - Wiring,MidCap,3566.49,2782.82,42.53,61.1
KERNEX,Railways,SmallCap,873.5,608.28,46.1,60.13
KFINTECH,IT - Platform - Exchange/RTA,SmallCap,983.61,796.49,31.17,54.22
KICL,Financials - Holding/Investing,SmallCap,4609.97,3686.56,42.12,54.52
KIOCL,Metals - Iron & Steel,SmallCap,340.1,327.05,42.07,62.55
KIRIINDUS,Chemicals - Dyes,SmallCap,502.68,452.92,27.94,58.32
KIRLOSBROS,Industrial - Pumps/Engines,SmallCap,1709.69,1226.54,50.02,58.7
KIRLOSENG,Industrial - Pumps/Engines,SmallCap,862.16,679.2,37.15,53.08
KIRLOSIND,Power - Green - Misc,SmallCap,3974.65,3306.41,31.47,50.12
KITEX,Textiles - Exports,SmallCap,175.1,129.69,40.28,54.8
KOTAKBANK,Financials - Private Bank,LargeCap,1926.87,1815.16,21.17,53.13
KOTHARIPET,Chemicals - Petro,SmallCap,158.7,125.45,31.02,51.47
KPEL,Power - Green - EPC,SmallCap,354.11,245.18,38.75,57.33
KPIGREEN,Power - Green - IPP,SmallCap,447.51,354.67,31.51,55.62
KPIL,Infra - Heavy Engineering,SmallCap,1079.98,858.66,30.7,62.21
KPRMILL,Textiles - Mfg (Spin/Yarn/Integrated),MidCap,935.5,750.91,46.68,59.59
KRN,Industrial Products - Misc,SmallCap,655.18,457.26,47.73,68.46
KSB,Industrial - Pumps/Engines,SmallCap,762.12,607.48,36.56,60.42
KSCL,Agri - Seeds,SmallCap,1016.67,823.94,41.3,59.34
KSL,Metals - Iron & Steel,SmallCap,783.5,625.75,35.29,53.8
LALPATHLAB,Healthcare - Diagnostics,SmallCap,2851.65,2598.43,22.32,61.34
LEMONTREE,Leisure - Hotels,SmallCap,136.85,123.38,31.58,67.66
LGBBROSLTD,Auto - Wheels ,SmallCap,1234.34,1024.04,35.22,61.05
LICI,Financials - Life,LargeCap,872.69,780.97,26.73,51.75
LINDEINDIA,Chemicals - Misc,MidCap,6455.82,5235.37,40.59,52.45
LLOYDSME,Metals - Iron & Steel,MidCap,1055.9,702.35,62.62,63.92
LT,Infra - Heavy Engineering,LargeCap,3426.75,2886.64,32.82,58.16
LTFOODS,Agri - Rice,SmallCap,356.54,251.56,41.0,65.81
LUPIN,Healthcare - Formulations,MidCap,1837.16,1502.75,40.04,60.94
MADRASFERT,Agrochem - Fertilizers,SmallCap,88.18,74.5,30.02,52.85
MAHABANK,Financials - PSU Bank,MidCap,52.06,43.15,31.45,55.54
MANAPPURAM,Financials - NBFC,SmallCap,215.67,180.72,22.85,69.06
MANGCHEFER,Agrochem - Fertilizers,SmallCap,204.36,148.07,47.25,69.35
MANGLMCEM,Infra - Cement,SmallCap,738.5,603.82,29.98,51.64
MANINDS,Metals - Pipe & Tube,SmallCap,333.27,254.81,30.41,59.61
MANKIND,Healthcare - Formulations - OTC,MidCap,2257.48,1628.66,52.93,63.06
MANORAMA,Consumption - Foods/Drinks,SmallCap,1078.25,1000.79,29.93,63.24
MARATHON,Real Estate,SmallCap,535.11,429.31,37.03,58.24
MARICO,Agri - Edible Oils,MidCap,652.47,576.68,32.25,64.42
MASTEK,IT - Enterprise,SmallCap,2464.54,2220.45,20.32,50.4
MAXHEALTH,Healthcare - Hospitals,MidCap,1000.51,785.75,57.91,64.96
MAZDOCK,Defense - Ship,MidCap,2280.88,1536.85,59.99,62.81
MCX,IT - Platform - Exchange/RTA,SmallCap,5720.4,4035.37,44.55,67.25
METROBRAND,Consumption - Footwear,SmallCap,1152.8,1082.81,27.41,56.17
MFSL,Financials - Life,MidCap,1247.21,1034.5,38.23,66.62
MHRIL,Leisure - Hotels,SmallCap,351.67,317.45,29.32,52.57
MIDHANI,Defense - Mfg,SmallCap,364.0,315.73,27.98,55.16
MINDACORP,Auto - Electricals & Electronics,SmallCap,473.03,374.75,54.44,57.73
MMTC,Others,SmallCap,66.8,59.07,37.11,50.54
MOBIKWIK,IT - Fintech,SmallCap,208.72,140.93,42.29,59.45
MOIL,Mining - Coal/Minerals,SmallCap,332.88,280.15,28.11,54.45
MOLDTKPAC,Packaging - Rigid,SmallCap,722.73,700.27,28.57,55.4
MOTHERSON,Auto - Glass/Body,LargeCap,95.55,84.01,21.25,57.38
MOTILALOFS,Financials - Broking,MidCap,695.93,503.26,48.0,67.56
MPSLTD,Media - Publishing,SmallCap,2116.51,1622.08,53.04,53.74
MRF,Auto - Tyres,MidCap,128982.87,111824.11,31.22,61.68
MTNL,Telecom - Mobile/FixedLine,SmallCap,43.86,35.94,50.04,52.1
MUKANDLTD,Metals - Iron & Steel,SmallCap,134.69,127.88,21.79,50.96
NACLIND,Agrochem - Pesticides,SmallCap,145.31,111.7,36.72,66.31
NAM-INDIA,Financials - AMC,MidCap,645.66,513.79,34.42,68.78
NATIONALUM,Metals - Aluminium,MidCap,177.69,142.3,27.92,63.46
NAUKRI,IT - Platform - Catalogue Retail,LargeCap,1346.22,1136.0,25.25,53.42
NAVINFLUOR,Chemicals - Specialty - Refrigeration,SmallCap,4133.28,3691.45,26.71,59.0
NAVNETEDUL,Media - Publishing,SmallCap,144.59,133.09,23.86,60.94
NAZARA,IT - Gaming/Entertainment,SmallCap,1008.52,827.8,29.05,57.19
NBCC,Infra - Construction,SmallCap,93.2,72.33,39.47,57.85
NELCAST,Metals - Casting/Forging,SmallCap,128.55,113.81,23.58,56.36
NESTLEIND,Consumption - FMCG Conglomerates ,LargeCap,1168.63,1079.32,25.19,54.01
NETWEB,IT - Hardware,SmallCap,1982.25,1652.07,29.89,64.86
NEULANDLAB,Healthcare - API/Drug,SmallCap,11044.11,7530.79,59.56,68.85
NFL,Agrochem - Fertilizers,SmallCap,97.85,84.76,28.25,51.56
NH,Healthcare - Hospitals,SmallCap,1504.01,1158.7,56.62,64.37
NHPC,Power - Generation,MidCap,80.18,65.83,47.56,57.6
NIACL,Financials - Gen Insurance,MidCap,190.21,174.63,22.72,51.32
NIBE,Defense - Mfg,SmallCap,820.65,500.27,42.33,66.84
NITCO,Infra - Ceramics/Granites,SmallCap,101.62,72.66,56.75,59.0
NLCINDIA,Power - Generation,MidCap,225.33,177.44,43.39,60.53
NMDC,Mining - Coal/Minerals,MidCap,67.08,53.12,25.49,59.98
NPST,IT - Fintech,SmallCap,1961.81,1341.84,49.96,55.08
NSIL,Financials - Holding/Investing,SmallCap,5639.84,4088.58,55.33,65.21
NTPC,Power - Generation,LargeCap,328.5,271.9,38.85,53.82
NUVAMA,Financials - WMC,SmallCap,5759.58,4054.12,40.34,58.3
OBEROIRLTY,Real Estate,MidCap,1636.22,1343.27,40.1,52.05
OFSS,IT - Product - Software,MidCap,8350.95,6633.42,38.02,55.62
OIL,Oil and Gas - Upstream,MidCap,398.56,316.57,43.78,51.64
OLECTRA,Auto - CV,SmallCap,1375.7,1111.04,29.49,61.38
OPTIEMUS,Telecom - Equipments,SmallCap,517.34,399.24,40.19,59.1
ORIENTHOT,Leisure - Hotels,SmallCap,138.64,110.78,36.82,54.72
ORIENTTECH,IT - Services,SmallCap,288.88,211.43,47.24,56.56
PAGEIND,Textiles - Innerwear,MidCap,43394.17,39636.04,23.88,53.49
PANACEABIO,Healthcare - Biotech,SmallCap,344.15,263.07,32.78,60.0
PARADEEP,Agrochem - Fertilizers,SmallCap,127.51,94.5,46.34,61.53
PARAGMILK,Consumption - Dairy,SmallCap,201.78,177.61,23.46,68.71
PARAS,Defense - Technology & Electronics,SmallCap,573.2,450.22,36.41,60.8
PATANJALI,Agri - Edible Oils,MidCap,558.16,477.44,23.34,56.76
PAYTM,IT - Fintech,MidCap,854.73,737.28,23.58,67.47
PCBL,Chemicals - Carbon,SmallCap,356.91,270.47,33.12,55.39
PDMJEPAPER,Paper - Speciality,SmallCap,107.83,83.57,42.42,57.74
PERSISTENT,IT - Software/Consulting,MidCap,4940.08,3738.11,37.88,58.1
PFC,Financials - Institute - Power,LargeCap,395.19,307.63,41.89,53.5
PFIZER,Healthcare - Formulations,SmallCap,4881.35,4572.71,24.25,54.35
PFOCUS,Media - Entertainment,SmallCap,125.7,106.32,45.87,69.64
PGEL,Consumption - Electronics,SmallCap,592.62,393.94,51.95,51.71
PGHL,Healthcare - Naturals/OTC/Consumers,SmallCap,5452.08,5042.37,32.87,67.13
PGIL,Textiles - Exports,SmallCap,1094.29,749.39,63.71,60.25
PHOENIXLTD,Real Estate,MidCap,1482.73,1170.23,41.85,59.08
PIIND,Agrochem - Pesticides,MidCap,3765.55,3370.16,21.18,50.31
PILANIINVS,Financials - Holding/Investing,SmallCap,4479.96,3531.98,48.34,59.34
PITTIENG,Electronics - Components,SmallCap,955.33,718.99,45.59,52.23
PNB,Financials - PSU Bank,LargeCap,100.24,86.82,26.45,56.98
PNBGILTS,Financials - Misc,SmallCap,99.47,86.36,43.65,52.15
PNBHOUSING,Financials - Housing,SmallCap,848.7,712.13,24.42,51.1
